policy_entropy,nupdates,explained_variance,fps,total_timesteps,value_loss
2.0712594985961914,6400,0.23500019311904907,30,32000,0.001176335266791284
2.0460994243621826,6500,0.5643618106842041,30,32500,0.00041706045158207417
2.068983793258667,6600,-19.291259765625,31,33000,0.0005075744702480733
2.05696439743042,6700,-9.103803634643555,31,33500,0.0008296348969452083
2.06482195854187,6800,-2.5031731128692627,32,34000,0.0003497065044939518
2.077183246612549,6900,-9.259520530700684,32,34500,0.0010059339692816138
2.0393118858337402,7000,-0.7632520198822021,33,35000,0.00044379482278600335
2.076531171798706,7100,-20.95056915283203,33,35500,0.00016482232604175806
2.0552361011505127,7200,0.20955008268356323,34,36000,0.003117338288575411
2.0069382190704346,7300,-0.007649540901184082,34,36500,0.029588157311081886
1.9956527948379517,7400,-0.46931135654449463,35,37000,0.0008187301573343575
2.0732102394104004,7500,-1.3583877086639404,35,37500,0.0007908294792287052
2.0712339878082275,7600,0.5983118116855621,36,38000,4.0532933780923486e-05
1.9805723428726196,7700,-0.883029580116272,36,38500,0.0018221145728603005
2.036893606185913,7800,-0.0006611347198486328,36,39000,0.00021309181465767324
2.067713975906372,7900,-14.201349258422852,37,39500,0.0002535040839575231
2.0657382011413574,8000,-2.793524980545044,28,40000,0.003505481407046318
2.0126354694366455,8100,-0.967376708984375,29,40500,0.0005883349804207683
2.051459789276123,8200,-2.293252468109131,29,41000,0.002226177603006363
2.005192756652832,8300,0.6824787855148315,29,41500,0.00034939387114718556
2.0351109504699707,8400,-12.491849899291992,30,42000,0.000664450810290873
2.0525434017181396,8500,-0.11700761318206787,30,42500,0.0001395824074279517
1.9576950073242188,8600,-32.81440353393555,30,43000,0.0010002839844673872
2.000375747680664,8700,-19.36032485961914,31,43500,0.0011731355916708708
2.057338237762451,8800,-1.783536672592163,31,44000,0.00043122173519805074
2.0162243843078613,8900,-8.146764755249023,32,44500,0.0003899380681104958
2.048645496368408,9000,-0.14640748500823975,32,45000,0.00044747587526217103
2.030634641647339,9100,-2.141531467437744,32,45500,0.0009059811709448695
1.9874823093414307,9200,-0.3407944440841675,33,46000,0.0005227107903920114
2.044959545135498,9300,-18.215173721313477,33,46500,0.0017935991054400802
2.0632412433624268,9400,-1.2260258197784424,33,47000,0.0007365689380094409
2.0424065589904785,9500,-39.85997772216797,34,47500,0.0011546120513230562
2.071521520614624,9600,-6.36113977432251,34,48000,0.00040423934115096927
2.0557057857513428,9700,-20.67729377746582,34,48500,0.002219919580966234
2.0524280071258545,9800,-12.975156784057617,35,49000,0.0011592019582167268
2.06607723236084,9900,-1.2511999607086182,35,49500,0.00023717302246950567
2.0581538677215576,10000,0.05937159061431885,29,50000,0.0001784922496881336
2.047372341156006,10100,-751.1046752929688,29,50500,0.00010450431000208482
2.016374111175537,10200,0.3098152279853821,29,51000,0.0002358404453843832
2.0511393547058105,10300,0.7652738094329834,29,51500,0.0002259774337289855
2.07246994972229,10400,-18.621103286743164,30,52000,0.0010141010861843824
2.048734188079834,10500,-0.47595417499542236,30,52500,0.0003048115177080035
2.0397965908050537,10600,0.2856321930885315,30,53000,0.0002499770780559629
2.0602967739105225,10700,-23.136791229248047,31,53500,0.00027040913118980825
2.061633586883545,10800,-5.827242851257324,31,54000,0.000976641895249486
2.0355706214904785,10900,0.28029489517211914,31,54500,2.991257315443363e-05
2.072766065597534,11000,-2.2923808097839355,31,55000,0.00037303654244169593
2.046654224395752,11100,-4.0379557609558105,32,55500,7.191363692982122e-05
2.0565481185913086,11200,-6.819202899932861,32,56000,0.00016666414740029722
2.0738701820373535,11300,-0.133888840675354,32,56500,0.00043907202780246735
2.022738218307495,11400,0.4501952528953552,33,57000,0.00010663635475793853
2.072800874710083,11500,-5.490195274353027,33,57500,0.0030370126478374004
2.0729153156280518,11600,-7.69315242767334,33,58000,0.0022869938984513283
2.0535027980804443,11700,-189.2303466796875,33,58500,0.0020752637647092342
2.054084062576294,11800,-17.951839447021484,34,59000,0.0008888981537893414
2.0672459602355957,11900,0.810802236199379,34,59500,0.00012734158372040838
2.069556713104248,12000,-8.745471954345703,29,60000,0.0003729352029040456
2.0724847316741943,12100,0.4534517526626587,29,60500,0.00047657257528044283
2.0661556720733643,12200,-0.10958313941955566,29,61000,0.0011886912398040295
2.050302028656006,12300,-10.30500316619873,30,61500,0.0020708758383989334
2.0673611164093018,12400,-2.5321762561798096,30,62000,0.00018969079246744514
1.9881737232208252,12500,-0.12891125679016113,30,62500,0.9005211591720581
2.059225559234619,12600,-17.098039627075195,30,63000,0.002571989083662629
2.060617446899414,12700,0.7764900028705597,31,63500,3.371672210050747e-05
2.063812017440796,12800,-1.9554002285003662,31,64000,0.0008006287971511483
2.044386625289917,12900,-3.490752696990967,31,64500,0.00024016648239921778
2.021735668182373,13000,-2.217841386795044,31,65000,0.0002706051163841039
2.073808193206787,13100,0.7537226378917694,31,65500,0.0014924061251804233
2.0695271492004395,13200,0.13260555267333984,32,66000,0.0002945420565083623
2.0601017475128174,13300,-28.687828063964844,32,66500,0.0013379936572164297
2.064640760421753,13400,0.8770656138658524,32,67000,2.3781205527484417e-05
2.045395612716675,13500,-14.557376861572266,32,67500,0.00022022957273293287
2.0579700469970703,13600,-41.52198028564453,33,68000,0.0017946038860827684
2.0656423568725586,13700,0.830327183008194,33,68500,4.438383621163666e-05
2.048858880996704,13800,0.35574865341186523,33,69000,0.19247707724571228
2.066316843032837,13900,-2.071614980697632,33,69500,0.0006919749430380762
