optimgain,explained_variance_tdlam_before,meankl,TimeElapsed,EpLenMean,EpRewMean,EpisodesSoFar,entropy,entloss,EpThisIter,TimestepsSoFar,surrgain
0.05798279,0.8662114143371582,0.010861285,747.8049750328064,647.925,0.825,283,1.5594778,0.0,2,181248,0.05798279
0.056692615,0.8799796849489212,0.010176654,755.3829016685486,647.675,0.625,285,1.5359814,0.0,2,182272,0.056692615
0.06581551,0.8452910631895065,0.010168734,760.0602445602417,649.025,0.575,286,1.6165922,0.0,1,183296,0.06581551
0.06744575,0.8660409599542618,0.009817192,764.502875328064,643.8,0.575,287,1.5856982,0.0,1,184320,0.06744575
0.08482914,0.9050038084387779,0.00970259,771.9453432559967,650.8,0.5,289,1.5970553,0.0,2,185344,0.08482914
0.05947238,0.8134268969297409,0.009989515,779.4385554790497,649.675,0.525,291,1.586005,0.0,2,186368,0.05947238
0.0608195,0.8437744230031967,0.010086855,783.9458992481232,653.3,0.625,292,1.6094167,0.0,1,187392,0.0608195
0.06331742,0.8913808092474937,0.011823166,791.0746247768402,656.0,0.7,294,1.637393,0.0,2,188416,0.06331742
0.10947604,0.8676870912313461,0.011949555,795.4973814487457,655.5,0.85,295,1.5758315,0.0,1,189440,0.10947604
0.07544179,0.8926579728722572,0.010927917,803.6608426570892,657.925,0.75,297,1.6250026,0.0,2,190464,0.07544179
0.07433695,0.8869866952300072,0.010524469,811.1055996417999,653.725,0.8,299,1.6098721,0.0,2,191488,0.07433695
0.06682611,0.8636362701654434,0.012038272,815.9343974590302,652.75,0.675,300,1.6173748,0.0,1,192512,0.06682611
0.059550866,0.8821585029363632,0.008853322,824.0237576961517,644.225,0.675,302,1.6178683,0.0,2,193536,0.059550866
0.06401999,0.8449137955904007,0.01053373,836.0210683345795,642.475,0.6,303,1.6138216,0.0,1,194560,0.06401999
0.067046046,0.9065858349204063,0.012223088,844.728434085846,648.9,0.6,305,1.5975834,0.0,2,195584,0.067046046
0.055206865,0.8554818630218506,0.009052022,849.1861443519592,649.95,0.725,306,1.5981133,0.0,1,196608,0.055206865
0.0667395,0.8875684067606926,0.011869183,856.5115938186646,644.95,0.675,308,1.608938,0.0,2,197632,0.0667395
0.06215616,0.8832264319062233,0.011157108,863.8308098316193,646.575,0.475,310,1.5796973,0.0,2,198656,0.06215616
0.06861547,0.8548399955034256,0.010275004,868.2947735786438,649.475,0.375,311,1.5815837,0.0,1,199680,0.06861547
0.064295664,0.837398886680603,0.012334424,1261.3649990558624,649.475,0.375,311,1.5963154,0.0,0,200704,0.064295664
0.04754878,0.8572397828102112,0.009765776,1269.099591255188,673.85,0.1,313,1.5684934,0.0,2,201728,0.04754878
0.060688898,0.8340924829244614,0.010305983,1273.820079088211,681.8,0.175,314,1.5635343,0.0,1,202752,0.060688898
0.059693586,0.9040150567889214,0.011739366,1282.2644448280334,676.3,0.125,316,1.5829821,0.0,2,203776,0.059693586
0.055965554,0.8799542784690857,0.009676529,1287.2231750488281,675.1,0.125,317,1.5847846,0.0,1,204800,0.055965554
0.060843304,0.8632817566394806,0.012940131,1295.3059439659119,677.625,0.0,319,1.5300312,0.0,2,205824,0.060843304
0.07224876,0.8757140561938286,0.012691484,1300.2498936653137,680.075,0.025,320,1.5851071,0.0,1,206848,0.07224876
0.062056374,0.8029761761426926,0.011452456,1323.1759147644043,679.775,-0.1,322,1.5552984,0.0,2,207872,0.062056374
0.06022732,0.8630666583776474,0.010896014,1330.6715288162231,679.575,0.075,324,1.5426182,0.0,2,208896,0.06022732
0.06634678,0.7878168374300003,0.010204883,1335.6654000282288,685.525,0.125,325,1.5388452,0.0,1,209920,0.06634678
0.07019785,0.8733174800872803,0.010282025,1343.7419230937958,680.6,0.15,327,1.5578061,0.0,2,210944,0.07019785
0.06347431,0.8811917379498482,0.011208246,1348.3797788619995,673.85,0.25,328,1.5385553,0.0,1,211968,0.06347431
0.059445105,0.836130678653717,0.011497494,1355.8543317317963,675.85,0.325,330,1.5154297,0.0,2,212992,0.059445105
0.056204695,0.8754826113581657,0.010894839,1363.387549161911,668.9,0.275,332,1.5499418,0.0,2,214016,0.056204695
0.055666357,0.8685466051101685,0.010473243,1368.203881263733,671.875,0.225,333,1.5389183,0.0,1,215040,0.055666357
0.05030732,0.8568523675203323,0.0105345175,1375.6362798213959,673.825,0.225,335,1.5300663,0.0,2,216064,0.05030732
0.06281161,0.891091875731945,0.010720549,1380.7150647640228,675.075,0.35,336,1.5317974,0.0,1,217088,0.06281161
0.055355936,0.9067564383149147,0.011108259,1388.1693642139435,670.275,0.375,338,1.486079,0.0,2,218112,0.055355936
0.055508263,0.8919887840747833,0.009478183,1395.8651609420776,674.075,0.375,340,1.5260979,0.0,2,219136,0.055508263
0.061488688,0.797931045293808,0.010557605,1403.94122672081,662.85,0.325,342,1.4913825,0.0,2,220160,0.061488688
0.06802551,0.89945999532938,0.012423328,1408.816954612732,666.0,0.35,343,1.5315065,0.0,1,221184,0.06802551
0.054447312,0.8728012442588806,0.011103852,1416.8067407608032,670.125,0.375,345,1.5152029,0.0,2,222208,0.054447312
0.057562925,0.8806264698505402,0.010468015,1421.4370934963226,671.4,0.275,346,1.5023918,0.0,1,223232,0.057562925
0.05573361,0.9080475866794586,0.010205682,1428.9376909732819,669.775,0.175,348,1.5193642,0.0,2,224256,0.05573361
0.05615727,0.8920883685350418,0.0135981925,1436.4455251693726,663.05,0.25,350,1.5170641,0.0,2,225280,0.05615727
0.058705848,0.9069819673895836,0.01145168,1441.4767220020294,661.225,0.225,351,1.5305268,0.0,1,226304,0.058705848
0.064358756,0.8726173043251038,0.010933517,1449.2564270496368,641.275,0.275,353,1.4723544,0.0,2,227328,0.064358756
